Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group"
SK130,Sask.,2020-06-16,2020-06-22,Openings,Openings — daycares,"Who: Government of Saskatchewan
What: Permitted child and youth day camps to open, community of La Loche excluded
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/june/16/covid-19-update-june-16,https://www.cbc.ca/news/canada/saskatoon/clearwater-river-dene-covid-19-1.5614294,Provincial/territorial,No
SK131,Sask.,2020-06-23,2020-06-26,Openings,Openings — recreation,"Who: Government of Saskatchewan
What: Permitted parks and campgrounds to operate at 100% capacity and open washroom and shower facilities; community of La Loche excluded
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/june/23/reopen-saskatchewan-phase-4-point-2,https://www.cbc.ca/news/canada/saskatoon/clearwater-river-dene-covid-19-1.5614294,Provincial/territorial,No
SK132,Sask.,2020-06-23,2020-06-29,Openings,Openings — recreation,"Who: Government of Saskatchewan
What: Permitted libraries, museums, galleries, movie theatres and live theatres to open; community of La Loche excluded
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/june/23/reopen-saskatchewan-phase-4-point-2,https://www.cbc.ca/news/canada/saskatoon/clearwater-river-dene-covid-19-1.5614294,Provincial/territorial,No
SK133,Sask.,2020-06-23,2020-06-29,Public information,Public information — masks,"Who: Government of Saskatchewan
What: Announced that staff in restaurants and licensed establishments, gyms and fitness facilities, and personal care services that cannot maintain 2 metres of distance from customers must wear a non-medical mask
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/june/23/reopen-saskatchewan-phase-4-point-2,Not applicable,Provincial/territorial,No
SK134,Sask.,2020-06-30,2020-07-06,Openings,Openings — recreation,"Who: Government of Saskatchewan
What: Permitted indoor pools, rinks, sports and activities and the performing arts to reopen
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/june/30/reopen-saskatchewan-phase-4,Not applicable,Provincial/territorial,No
SK135,Sask.,2020-06-30,2020-07-09,Openings,Openings — recreation,"Who: Government of Saskatchewan
What: Permitted casinos and bingo halls to reopen
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/june/30/reopen-saskatchewan-phase-4,Not applicable,Provincial/territorial,No
SK136,Sask.,2020-06-30,2020-07-06,Openings,Openings — non-essential services,"Who: Government of Saskatchewan
What: Increased seating capacity limit for restaurants and licensed establishments to a level that allows staff and customers to maintain 2-metre physical distance; permitted video lottery terminals, pool tables, dart boards, arcade games and other recreation areas in these businesses to reopen
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/june/30/reopen-saskatchewan-phase-4,Not applicable,Provincial/territorial,No
SK137,Sask.,2020-07-03,2020-07-07,Health services,Health services — visitors,"Who: Chief Medical Health Officer
What: Permitted patients and residents in acute and long-term care, personal care and group home settings to have 2 designated visitors, 1 of whom may visit at a time; visitation is no longer limited to compassionate care only
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/03/expanding-visitation-guidelines,Not applicable,Provincial/territorial,No
SK138,Sask.,2020-07-09,2020-07-16,Openings,Openings — non-essential services,"Who: Government of Saskatchewan
What: Permitted live music in restaurants, licensed establishments and public and farmers' markets to resume with distancing and safety measures in place; permitted banquet and conference facilities to reopen
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/09/more-guidelines-for-phase-4,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/re-open-saskatchewan-plan/phases-of-re-open-saskatchewan/phase-four,Provincial/territorial,No
SK139,Sask.,2020-07-09,2020-07-16,Openings,Openings — recreation,"Who: Government of Saskatchewan
What: Permitted racetracks, rodeos and car and trade shows to reopen
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/09/more-guidelines-for-phase-4,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/re-open-saskatchewan-plan/phases-of-re-open-saskatchewan/phase-four,Provincial/territorial,No
SK140,Sask.,2020-07-13,2020-07-13,Health services,Health services — resumed medical procedures,"Who: Government of Saskatchewan
What: Announced further increases to surgical capacity, medical imaging capacity and specialized medical services
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/13/sha-update-jul-13,Not applicable,Provincial/territorial,No
SK141,Sask.,2020-07-21,2020-07-21,Openings,Openings — recreation,"Who: Government of Saskatchewan
What: Reduced the required distance between vehicles at drive-in theatres from 5 metres to 2 metres
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Not applicable,Provincial/territorial,No
SK142,Sask.,2020-07-21,2020-07-21,Openings,Openings — recreation,"Who: Government of Saskatchewan
What: Permitted fitness facilities to allow 24-hour access with registration of guests to facilitate contact tracing
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Not applicable,Provincial/territorial,No
SK143,Sask.,2020-07-21,2020-07-21,Openings,Openings — non-essential services,"Who: Government of Saskatchewan
What: Permitted yard and garage sales, door-to-door canvassing and sales to reopen
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Not applicable,Provincial/territorial,No
SK146,Sask.,2020-07-13,2020-07-14,Case management,Case management — test criteria,"Who: Government of Saskatchewan
What: Expanded testing criteria to allow anyone to request a test, whether they have COVID-19 symptoms or not
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/13/sha-update-jul-13,Not applicable,Provincial/territorial,No
SK147,Sask.,2020-07-30,2020-07-30,Health workforce,Health workforce — supply management ,"Who: Government of Saskatchewan 
What: Expanded the temporary wage supplement program announced to include all workers at identified health care facilities; eligible workers receive temporary wage supplement of $400 for each 4-week period, up to 16 weeks
Effective until: 2020-09-01",https://www.saskatchewan.ca/government/news-and-media/2020/july/30/temporary-wage-supplement-program-expanded,Not applicable,Provincial/territorial,No
SK148,Sask.,2020-07-06,2020-07-13,Health workforce,Health workforce — safety guidelines,"Who: College of Dental Surgeons of Saskatchewan
What: Updated interim infection control protocol for dental professions: use of personal protective equipment during aerosol-generating procedures, staggered appointment times, open concept operatories, etc.
Effective until: ",https://saskdentists.com/alerts,https://saskdentists.com/images/pdf/temp_files/Alerts__Memos/20200706_CDSS_Alert_-_IPC_Interim_Protocol_Update_-_Phase_4.pdf,Provincial/territorial,No
SK149,Sask.,2020-06-29,2020-06-29,Health workforce,Health workforce — licence reinstatement/reclassification,"Who: Saskatchewan College of Pharmacy Professionals
What: Suspended emergency registration for pharmacists; current emergency licences will remain valid for the 90-day period 
Effective until: ",https://www.saskpharm.ca/site/coronavirus-information,Not applicable,Provincial/territorial,No
SK150,Sask.,2020-06-24,2020-06-24,State of emergency,State of emergency,"Who: Government of Saskatchewan
What: Extended the provincial state of emergency
Effective until: 2020-07-08
",https://publications.saskatchewan.ca/#/products/106455,Not applicable,Provincial/territorial,No
SK151,Sask.,2020-07-08,2020-07-08,State of emergency,State of emergency,"Who: Government of Saskatchewan
What: Extended the provincial state of emergency
Effective until: 2020-07-22
",https://publications.saskatchewan.ca/#/products/106706,Not applicable,Provincial/territorial,No
SK152,Sask.,2020-07-22,2020-07-22,State of emergency,State of emergency,"Who: Government of Saskatchewan
What: Extended the provincial state of emergency
Effective until: 2020-08-05
",https://publications.saskatchewan.ca/#/products/106902,Not applicable,Provincial/territorial,No
SK153,Sask.,2020-08-05,2020-08-05,State of emergency,State of emergency,"Who: Government of Saskatchewan
What: Extended the provincial state of emergency
Effective until: 
",https://publications.saskatchewan.ca/#/products/107124,Not applicable,Provincial/territorial,No
SK154,Sask.,2020-08-04,2020-08-04,Openings,Openings — education,"Who: Government of Saskatchewan
What: Released plan and safety guidance for the reopening of elementary, middle and high schools in the fall 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/04/safe-school-plan,Not applicable,Provincial/territorial,No
YT001,Y.T.,2020-03-11,2020-03-11,Case management,Case management — self-isolation,"Who: Chief Medical Officer of Health
What: Published guidance that individuals who develop any listed symptoms are required to stay home and contact Yukon Communicable Disease Control to arrange for testing 
Effective until:",https://yukon.ca/en/coronavirus-updates,Not applicable,Provincial/territorial,No
YT002,Y.T.,No data,2020-03-13,Contextual information,Contextual information — holiday,"Who: Yukon schools
What: Spring breaks in Y.T. vary by region.
Effective until: 2020-03-27",https://yukon.ca/sites/yukon.ca/files/edu/edu-school-calendar-important-dates-2019-2020.pdf,Not applicable,Provincial/territorial,No
YT003,Y.T.,2020-03-16,2020-03-16,Distancing,Distancing — gatherings,"Who: Chief Medical Officer of Health
What: Prohibited gatherings of more than 50 people
Effective until: 2020-03-22",https://yukon.ca/en/news/chief-medical-officer-health-recommends-broad-new-measures-yukon,Not applicable,Provincial/territorial,No
YT004,Y.T.,2020-03-16,2020-03-16,Distancing,Distancing — work from home,"Who: Chief Medical Officer of Health
What: Requested people who can work from home to do so. Employers are asked to look for ways to support employees to work from home where possible.
Effective until:",https://yukon.ca/en/news/chief-medical-officer-health-recommends-broad-new-measures-yukon,Not applicable,Provincial/territorial,No
